,station_uid,line_uid,line_name,station_name,stationid,poiid,pointx,pointy,poitype,trans,color,ccode,line_start_city,line_terminal_city,line_tag,expect_open_time,line_open_status,is_updown,nearby_lines,trans_lines_detail,trans_lines_count,station_index,stations_count,platform_count_final,line_name_clean,trans_count_final,station_score,station_score_normalized,trans_lines_normalized,platform_normalized,station_score_normalized_final,trans_lines_normalized_final,platform_normalized_final,final_score
3721,8068360526895781799,2361647851544413594,轨道交通2号线,龙岗,13748837279694908346,7917346469025071835,117.376436,31.868358,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,3,24,1.0,轨道交通2号线,1,15.0,0.18181818181818188,0.0,0.0,0.18181818181818188,0.0,0.0,0.036363636363636376
3722,3942002761011456374,2361647851544413594,轨道交通2号线,东二十埠,13840611210185392337,16749265525342308789,117.36719,31.868157,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,4,24,1.0,轨道交通2号线,1,16.0,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.0,0.05454545454545454
3723,3249526450799491536,2361647851544413594,轨道交通2号线,漕冲,1361629361207726378,3385545707962669446,117.351753,31.867983,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,5,24,1.0,轨道交通2号线,1,17.0,0.36363636363636354,0.0,0.0,0.36363636363636354,0.0,0.0,0.07272727272727271
3724,7064315079584485454,2361647851544413594,轨道交通2号线,东七里,7750274455799461118,12881361279374319581,117.338656,31.867752,2,1,#0C4E95,340100,340100,340100,1:1,,1,1,,['轨道交通4号线'],1,6,24,2.0,轨道交通2号线,2,18.0,0.4545454545454546,0.3333333333333333,0.3333333333333333,0.9212121212121211,0.3333333333333333,0.3333333333333333,0.4509090909090909
3726,13943999490842215533,2361647851544413594,轨道交通2号线,东五里井,9635325725694994696,7913685919698803259,117.324533,31.867752,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,7,24,1.0,轨道交通2号线,1,19.0,0.5454545454545454,0.0,0.0,0.5454545454545454,0.0,0.0,0.10909090909090909
3727,10914087676256919582,2361647851544413594,轨道交通2号线,三里街,11285433726152549977,13040335122527337352,117.313991,31.867596,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,8,24,1.0,轨道交通2号线,1,20.0,0.6363636363636365,0.0,0.0,0.6363636363636365,0.0,0.0,0.1272727272727273
3728,12723639848435185740,2361647851544413594,轨道交通2号线,四牌楼,7167254147074525047,69170234124015392,117.289693,31.861665,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,10,24,1.0,轨道交通2号线,1,22.0,0.8181818181818181,0.0,0.0,0.8181818181818181,0.0,0.0,0.16363636363636364
3729,15717194456370167075,2361647851544413594,轨道交通2号线,三孝口,14572278169710082578,18236458420959039128,117.275327,31.861086,2,1,#0C4E95,340100,340100,340100,1:1,,1,1,,['轨道交通5号线'],1,11,24,2.0,轨道交通2号线,2,23.0,0.909090909090909,0.3333333333333333,0.3333333333333333,1.346590909090909,0.3333333333333333,0.3333333333333333,0.5359848484848484
3731,8079853802850253134,2361647851544413594,轨道交通2号线,安农大,6865282990292727841,17221979675792367220,117.265503,31.858163,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,12,24,1.0,轨道交通2号线,1,24.0,0.9999999999999998,0.0,0.0,0.9999999999999998,0.0,0.0,0.19999999999999996
3732,14327815816489303844,2361647851544413594,轨道交通2号线,三里庵,12830678591976028718,10735788674005828331,117.25559,31.854584,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,13,24,1.0,轨道交通2号线,1,24.0,0.9999999999999998,0.0,0.0,0.9999999999999998,0.0,0.0,0.19999999999999996
3733,10066255845531047581,2361647851544413594,轨道交通2号线,五里墩,2199027883501,2199027884212,117.241232,31.851107,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,['轨道交通S1号线'],1,14,24,1.0,轨道交通2号线,1,23.0,0.909090909090909,0.0,0.0,0.909090909090909,0.0,0.0,0.1818181818181818
3734,142006826784304693,2361647851544413594,轨道交通2号线,西七里塘,8377415852555225260,2428563499376753350,117.230891,31.852487,2,1,#0C4E95,340100,340100,340100,1:1,,1,1,,['轨道交通3号线'],1,15,24,1.0,轨道交通2号线,2,22.0,0.8181818181818181,0.3333333333333333,0.0,1.5681818181818181,0.3333333333333333,0.0,0.5136363636363637
3736,363157676294552870,2361647851544413594,轨道交通2号线,十里庙,12616969600780522998,11538405974060109212,117.223189,31.854981,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,16,24,1.0,轨道交通2号线,1,21.0,0.7272727272727273,0.0,0.0,0.7272727272727273,0.0,0.0,0.14545454545454548
3737,2137477976036312506,2361647851544413594,轨道交通2号线,科学大道,13977996770784876658,13655406669664917007,117.20879,31.855951,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,17,24,1.0,轨道交通2号线,1,20.0,0.6363636363636365,0.0,0.0,0.6363636363636365,0.0,0.0,0.1272727272727273
3738,16701844611511917293,2361647851544413594,轨道交通2号线,天柱路,707143255589269440,2427518489821548863,117.198649,31.854202,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,18,24,1.0,轨道交通2号线,1,19.0,0.5454545454545454,0.0,0.0,0.5454545454545454,0.0,0.0,0.10909090909090909
3739,595405853325741429,2361647851544413594,轨道交通2号线,大蜀山,17259160252398694630,1746737838957559470,117.186661,31.852155,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,19,24,1.0,轨道交通2号线,1,18.0,0.4545454545454546,0.0,0.0,0.4545454545454546,0.0,0.0,0.09090909090909093
3740,17933592066273999430,2361647851544413594,轨道交通2号线,蜀山西,17236530697822391948,5172039425594919074,117.168446,31.851303,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,20,24,1.0,轨道交通2号线,1,17.0,0.36363636363636354,0.0,0.0,0.36363636363636354,0.0,0.0,0.07272727272727271
3741,6917917717620032093,2361647851544413594,轨道交通2号线,振兴路,7036525706610911503,8287435001948268419,117.151862,31.851068,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,21,24,1.0,轨道交通2号线,1,16.0,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.0,0.05454545454545454
3742,9971772348119030035,2361647851544413594,轨道交通2号线,汽车西站,14192468247099175033,7107476457931675080,117.136112,31.850904,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,22,24,1.0,轨道交通2号线,1,15.0,0.18181818181818188,0.0,0.0,0.18181818181818188,0.0,0.0,0.036363636363636376
3743,4601357325791606214,2361647851544413594,轨道交通2号线,桂庄,2400895212323456500,3301108793385432561,117.126749,31.850785,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,23,24,1.0,轨道交通2号线,1,14.0,0.09090909090909083,0.0,0.0,0.09090909090909083,0.0,0.0,0.018181818181818167
3744,9438615651388911898,2361647851544413594,轨道交通2号线,南岗,17783045665012124972,8457709977837179010,117.115659,31.850717,2,0,#0C4E95,340100,340100,340100,1:1,,1,1,,,0,24,24,1.0,轨道交通2号线,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3745,14803392534174761712,10658905737950644960,轨道交通3号线,幸福坝,8184260641777100287,2377245036056264839,117.180717,31.751054,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,['轨道交通3号线南延线'],1,1,33,1.0,轨道交通3号线,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3746,4892702667321540462,10658905737950644960,轨道交通3号线,安大磬苑校区,5357725761638557874,1457340478792536911,117.192329,31.759428,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,2,33,1.0,轨道交通3号线,1,18.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0125
3747,12838598971524418846,10658905737950644960,轨道交通3号线,工大翡翠湖校区,8524599275297229752,9649880878908154108,117.205064,31.765351,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,3,33,1.0,轨道交通3号线,1,19.0,0.125,0.0,0.0,0.125,0.0,0.0,0.025
3748,9747495255888195702,10658905737950644960,轨道交通3号线,大学城北,14882373035486275039,15939179156898187775,117.20984,31.775025,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,4,33,1.0,轨道交通3号线,1,20.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.037500000000000006
3749,8098842627162947671,10658905737950644960,轨道交通3号线,繁华大道,2199027366091,2199027367963,117.209853,31.781719,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,['轨道交通7号线一期'],1,5,33,1.0,轨道交通3号线,1,21.0,0.25,0.0,0.0,0.25,0.0,0.0,0.05
3750,7552986060911039386,10658905737950644960,轨道交通3号线,安医大二附院,2199027366092,2199027367955,117.209921,31.790112,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,6,33,1.0,轨道交通3号线,1,22.0,0.3125,0.0,0.0,0.3125,0.0,0.0,0.0625
3751,6089982782429776874,10658905737950644960,轨道交通3号线,省博物院,2199027366093,2199027367964,117.21554,31.80089,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,7,33,1.0,轨道交通3号线,1,23.0,0.375,0.0,0.0,0.375,0.0,0.0,0.07500000000000001
3752,18182186183473624898,10658905737950644960,轨道交通3号线,图书馆,13586925857190187581,3579760928273428278,117.215482,31.809057,2,1,#0CD534,340100,340100,340100,1:1,,1,1,,['轨道交通4号线'],1,8,33,2.0,轨道交通3号线,2,24.0,0.4375,0.3333333333333333,0.3333333333333333,0.9708333333333334,0.3333333333333333,0.3333333333333333,0.4608333333333334
3754,5969922800086649819,10658905737950644960,轨道交通3号线,合肥大剧院,4696780877431188346,16539185609187370050,117.223729,31.814353,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,9,33,1.0,轨道交通3号线,1,25.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
3755,12398821408907342187,10658905737950644960,轨道交通3号线,市政务中心,16682709223963177721,13832863985677214160,117.231903,31.821762,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,10,33,1.0,轨道交通3号线,1,26.0,0.5625,0.0,0.0,0.5625,0.0,0.0,0.1125
3756,3687461924811986507,10658905737950644960,轨道交通3号线,洪岗,11444596364962364864,15250899739296560081,117.231561,31.832346,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,['轨道交通6号线一期'],1,11,33,1.0,轨道交通3号线,1,27.0,0.625,0.0,0.0,0.625,0.0,0.0,0.125
3757,8945385782425531054,10658905737950644960,轨道交通3号线,国防科技大学,7025765311398454395,15039270683024928532,117.231243,31.840775,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,12,33,1.0,轨道交通3号线,1,28.0,0.6875,0.0,0.0,0.6875,0.0,0.0,0.1375
3758,4961473125558258987,10658905737950644960,轨道交通3号线,南新庄,2682141503872963938,1393868152535433299,117.23071,31.861133,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,14,33,1.0,轨道交通3号线,1,30.0,0.8125,0.0,0.0,0.8125,0.0,0.0,0.1625
3759,349827647602235391,10658905737950644960,轨道交通3号线,合肥西站,15543175059797123001,2199027367946,117.236411,31.870595,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,['轨道交通S1号线'],1,15,33,1.0,轨道交通3号线,1,31.0,0.875,0.0,0.0,0.875,0.0,0.0,0.17500000000000002
3760,10861333771049180303,10658905737950644960,轨道交通3号线,杏花村,5528444112248362979,3348345367061912367,117.245585,31.880465,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,16,33,1.0,轨道交通3号线,1,32.0,0.9375,0.0,0.0,0.9375,0.0,0.0,0.1875
3761,2753411943038286010,10658905737950644960,轨道交通3号线,四泉桥,2199027366094,2199027367956,117.256587,31.886576,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,17,33,1.0,轨道交通3号线,1,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2
3762,10794655948734575406,10658905737950644960,轨道交通3号线,郑河,2199027366095,2199027367957,117.267969,31.886748,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,18,33,1.0,轨道交通3号线,1,32.0,0.9375,0.0,0.0,0.9375,0.0,0.0,0.1875
3763,17532925223416464041,10658905737950644960,轨道交通3号线,海棠,2199027366096,7763604134978622478,117.278482,31.886939,2,1,#0CD534,340100,340100,340100,1:1,,1,1,,['轨道交通5号线'],1,19,33,2.0,轨道交通3号线,2,31.0,0.875,0.3333333333333333,0.3333333333333333,1.125,0.3333333333333333,0.3333333333333333,0.4916666666666667
3765,9934616349801043099,10658905737950644960,轨道交通3号线,一里井,4323922186817790636,3442874955166488613,117.28722,31.887025,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,['轨道交通8号线一期'],1,20,33,1.0,轨道交通3号线,1,30.0,0.8125,0.0,0.0,0.8125,0.0,0.0,0.1625
3766,10848559875329742039,10658905737950644960,轨道交通3号线,淮南路,18368801353108025402,3663523852937188191,117.296296,31.887251,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,21,33,1.0,轨道交通3号线,1,29.0,0.75,0.0,0.0,0.75,0.0,0.0,0.15000000000000002
3767,12421034018379898092,10658905737950644960,轨道交通3号线,鸭林冲,1821056777586116449,3628517644719290741,117.307487,31.888447,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,22,33,1.0,轨道交通3号线,1,28.0,0.6875,0.0,0.0,0.6875,0.0,0.0,0.1375
3768,1408402728971898896,10658905737950644960,轨道交通3号线,竹丝滩,18418323898564238224,11193510238709138881,117.330963,31.885199,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,24,33,1.0,轨道交通3号线,1,26.0,0.5625,0.0,0.0,0.5625,0.0,0.0,0.1125
3769,4296241899906433386,10658905737950644960,轨道交通3号线,方庙,6289063708624114770,11467850713068184863,117.34222,31.884992,2,1,#0CD534,340100,340100,340100,1:1,,1,1,,['轨道交通4号线'],1,25,33,2.0,轨道交通3号线,2,25.0,0.5,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.3333333333333333,0.3333333333333333,0.43333333333333335
3771,10290457898072428889,10658905737950644960,轨道交通3号线,窦桥湾,11662168888623347852,9405186981813504027,117.352291,31.88498,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,26,33,1.0,轨道交通3号线,1,24.0,0.4375,0.0,0.0,0.4375,0.0,0.0,0.08750000000000001
3772,3752319510386490099,10658905737950644960,轨道交通3号线,新海大道,15414302485578964431,14713227454280010101,117.359059,31.890404,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,27,33,1.0,轨道交通3号线,1,23.0,0.375,0.0,0.0,0.375,0.0,0.0,0.07500000000000001
3773,1901590124676707347,10658905737950644960,轨道交通3号线,勤劳村,8548822544306448181,14032632587175264562,117.361469,31.897379,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,28,33,1.0,轨道交通3号线,1,22.0,0.3125,0.0,0.0,0.3125,0.0,0.0,0.0625
3774,18115090301715212129,10658905737950644960,轨道交通3号线,文浍苑,2199027366097,2320695012849512991,117.368434,31.909696,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,29,33,1.0,轨道交通3号线,1,21.0,0.25,0.0,0.0,0.25,0.0,0.0,0.05
3775,15752278979069190007,10658905737950644960,轨道交通3号线,幼儿师范,2199027366098,3585269757362084877,117.372327,31.9209,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,30,33,1.0,轨道交通3号线,1,20.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.037500000000000006
3776,14119998351691768678,10658905737950644960,轨道交通3号线,职教城,2199027366099,6612373542238235905,117.383171,31.925136,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,31,33,1.0,轨道交通3号线,1,19.0,0.125,0.0,0.0,0.125,0.0,0.0,0.025
3777,15296314777508073530,10658905737950644960,轨道交通3号线,职教城东,11474401698585618774,11189669252664753852,117.397573,31.925135,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,32,33,1.0,轨道交通3号线,1,18.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0125
3778,1412763673466356760,10658905737950644960,轨道交通3号线,相城路,16811672432590837057,3489342510220061114,117.408006,31.924991,2,0,#0CD534,340100,340100,340100,1:1,,1,1,,,0,33,33,1.0,轨道交通3号线,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3779,2199030799841,2199026030951,轨道交通4号线,综保区,2199030799894,2199030799895,117.353897,31.950929,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,1,31,1.0,轨道交通4号线,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3780,2199030799842,2199026030951,轨道交通4号线,安医大四附院,2199030799896,2199030799897,117.348924,31.937077,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,2,31,1.0,轨道交通4号线,1,17.0,0.06666666666666665,0.0,0.0,0.06666666666666665,0.0,0.0,0.01333333333333333
3781,2199030799843,2199026030951,轨道交通4号线,陶冲湖东,2199030799898,2199030799899,117.345153,31.92666,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,3,31,1.0,轨道交通4号线,1,18.0,0.1333333333333333,0.0,0.0,0.1333333333333333,0.0,0.0,0.02666666666666666
3782,2199030799844,2199026030951,轨道交通4号线,十里村,2199030799900,2199030799901,117.34746,31.90479,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,4,31,1.0,轨道交通4号线,1,19.0,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.039999999999999994
3783,2199030799845,2199026030951,轨道交通4号线,新海公园,2199030799902,2199030799903,117.342267,31.896492,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,5,31,1.0,轨道交通4号线,1,20.0,0.2666666666666666,0.0,0.0,0.2666666666666666,0.0,0.0,0.05333333333333332
3784,2199030799847,2199026030951,轨道交通4号线,站塘,2199030799905,2199030799906,117.341087,31.876232,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,7,31,1.0,轨道交通4号线,1,22.0,0.3999999999999999,0.0,0.0,0.3999999999999999,0.0,0.0,0.07999999999999999
3785,2199030799849,2199026030951,轨道交通4号线,唐桥,2199030799908,2199030799909,117.33503,31.853666,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,9,31,1.0,轨道交通4号线,1,24.0,0.5333333333333334,0.0,0.0,0.5333333333333334,0.0,0.0,0.10666666666666669
3786,2199030799850,2199026030951,轨道交通4号线,五里庙,2199030799910,2199030799911,117.323867,31.83738,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,10,31,1.0,轨道交通4号线,1,25.0,0.6000000000000001,0.0,0.0,0.6000000000000001,0.0,0.0,0.12000000000000002
3787,2199030799851,2199026030951,轨道交通4号线,尧渡河路,2199030799912,2199030799913,117.324216,31.825512,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,['轨道交通6号线一期'],1,11,31,1.0,轨道交通4号线,1,26.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,0.0,0.13333333333333336
3788,2199030799852,2199026030951,轨道交通4号线,工经学院,2199030799914,2199030799915,117.325825,31.814563,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,12,31,1.0,轨道交通4号线,1,27.0,0.7333333333333334,0.0,0.0,0.7333333333333334,0.0,0.0,0.1466666666666667
3789,2199030799853,2199026030951,轨道交通4号线,葛大店南,2199030799916,2199030799917,117.313514,31.808965,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,13,31,1.0,轨道交通4号线,1,28.0,0.8,0.0,0.0,0.8,0.0,0.0,0.16000000000000003
3790,2199030799854,2199026030951,轨道交通4号线,望湖城南,2199030799918,2199030799919,117.302629,31.805003,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,14,31,1.0,轨道交通4号线,1,29.0,0.8666666666666667,0.0,0.0,0.8666666666666667,0.0,0.0,0.17333333333333334
3791,2199030799855,2199026030951,轨道交通4号线,淝南,2199030799920,2199030799921,117.281338,31.799637,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,16,31,1.0,轨道交通4号线,1,31.0,0.9999999999999998,0.0,0.0,0.9999999999999998,0.0,0.0,0.19999999999999996
3792,2199030799856,2199026030951,轨道交通4号线,竹西,2199030799922,2199030799923,117.276489,31.803772,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,17,31,1.0,轨道交通4号线,1,30.0,0.9333333333333333,0.0,0.0,0.9333333333333333,0.0,0.0,0.18666666666666668
3793,2199030799857,2199026030951,轨道交通4号线,薛河,2199030799924,2199030799925,117.26922,31.807616,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,18,31,1.0,轨道交通4号线,1,29.0,0.8666666666666667,0.0,0.0,0.8666666666666667,0.0,0.0,0.17333333333333334
3794,2199030799858,2199026030951,轨道交通4号线,南屏路,2199030799926,2199030799927,117.257488,31.808492,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,19,31,1.0,轨道交通4号线,1,28.0,0.8,0.0,0.0,0.8,0.0,0.0,0.16000000000000003
3795,2199030799859,2199026030951,轨道交通4号线,姚公庙,2199030799928,2199030799929,117.249382,31.808764,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,20,31,1.0,轨道交通4号线,1,27.0,0.7333333333333334,0.0,0.0,0.7333333333333334,0.0,0.0,0.1466666666666667
3796,2199030799860,2199026030951,轨道交通4号线,天鹅湖东,2199030799930,2199030799931,117.238299,31.80927,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,21,31,1.0,轨道交通4号线,1,26.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,0.0,0.13333333333333336
3797,2199026376447,2199026030951,轨道交通4号线,天鹅湖,2199026708391,2199026966574,117.227649,31.8083,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,22,31,1.0,轨道交通4号线,1,25.0,0.6000000000000001,0.0,0.0,0.6000000000000001,0.0,0.0,0.12000000000000002
3798,2199030799861,2199026030951,轨道交通4号线,柳树塘,2199030799932,2199030799933,117.198157,31.811846,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,24,31,1.0,轨道交通4号线,1,23.0,0.46666666666666656,0.0,0.0,0.46666666666666656,0.0,0.0,0.09333333333333332
3799,2199026376453,2199026030951,轨道交通4号线,金桂,2199026708397,2199026966576,117.187443,31.816475,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,25,31,1.0,轨道交通4号线,1,22.0,0.3999999999999999,0.0,0.0,0.3999999999999999,0.0,0.0,0.07999999999999999
3800,2199026376455,2199026030951,轨道交通4号线,玉兰大道,2199026708399,2199026966577,117.175984,31.820877,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,26,31,1.0,轨道交通4号线,1,21.0,0.33333333333333326,0.0,0.0,0.33333333333333326,0.0,0.0,0.06666666666666665
3801,2199030799862,2199026030951,轨道交通4号线,北雁湖,2199030799934,2199030249821,117.157066,31.820967,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,['轨道交通4号线南延线'],1,27,31,1.0,轨道交通4号线,1,20.0,0.2666666666666666,0.0,0.0,0.2666666666666666,0.0,0.0,0.05333333333333332
3802,2199030799863,2199026030951,轨道交通4号线,科大先研院,2199030799935,2199030799936,117.13424,31.830307,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,28,31,1.0,轨道交通4号线,1,19.0,0.19999999999999996,0.0,0.0,0.19999999999999996,0.0,0.0,0.039999999999999994
3803,2199030799864,2199026030951,轨道交通4号线,量子科学中心,2199030799937,2199030799938,117.115341,31.830156,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,29,31,1.0,轨道交通4号线,1,18.0,0.1333333333333333,0.0,0.0,0.1333333333333333,0.0,0.0,0.02666666666666666
3804,2199030799865,2199026030951,轨道交通4号线,合肥七中,2199030799939,2199030799940,117.100734,31.829646,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,30,31,1.0,轨道交通4号线,1,17.0,0.06666666666666665,0.0,0.0,0.06666666666666665,0.0,0.0,0.01333333333333333
3805,2199030799866,2199026030951,轨道交通4号线,青龙岗,2199030799941,2199030799942,117.088809,31.830197,2,0,#FF7E26,340100,340100,340100,1:1,,1,1,,,0,31,31,1.0,轨道交通4号线,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3806,2199032870635,2199028389442,轨道交通5号线,汲桥路,2199032870827,2199026966583,117.263819,31.940908,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,1,33,1.0,轨道交通5号线,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3807,2199032870636,2199028389442,轨道交通5号线,六中菱湖校区,2199032870828,2199032864395,117.270047,31.929866,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,['轨道交通8号线一期'],1,2,33,1.0,轨道交通5号线,1,18.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0125
3808,2199032870637,2199028389442,轨道交通5号线,菱湖公园,2199032870829,2199032904078,117.272345,31.91377,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,3,33,1.0,轨道交通5号线,1,19.0,0.125,0.0,0.0,0.125,0.0,0.0,0.025
3809,2199032870638,2199028389442,轨道交通5号线,北五里井,2199032870830,2199026966586,117.275506,31.898452,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,4,33,1.0,轨道交通5号线,1,20.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.037500000000000006
3810,2199032870640,2199028389442,轨道交通5号线,白水坝,2199032870832,2199032903498,117.278642,31.878448,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,6,33,1.0,轨道交通5号线,1,22.0,0.3125,0.0,0.0,0.3125,0.0,0.0,0.0625
3811,2199032870641,2199028389442,轨道交通5号线,杏花公园,2199032870833,2199026966589,117.27877,31.870764,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,7,33,1.0,轨道交通5号线,1,23.0,0.375,0.0,0.0,0.375,0.0,0.0,0.07500000000000001
3812,2199032870643,2199028389442,轨道交通5号线,稻香楼,2199032870835,2199032903499,117.274147,31.849412,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,9,33,1.0,轨道交通5号线,1,25.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
3813,2199032870644,2199028389442,轨道交通5号线,中国科大东区,2199032870836,2199026966591,117.273114,31.841647,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,10,33,1.0,轨道交通5号线,1,26.0,0.5625,0.0,0.0,0.5625,0.0,0.0,0.1125
3814,2199032870645,2199028389442,轨道交通5号线,市第三医院,2199032870837,2199032760786,117.271254,31.829417,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,['轨道交通6号线一期'],1,11,33,1.0,轨道交通5号线,1,27.0,0.625,0.0,0.0,0.625,0.0,0.0,0.125
3815,2199032870646,2199028389442,轨道交通5号线,休宁路,2199032870838,2199026966593,117.269162,31.818448,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,12,33,1.0,轨道交通5号线,1,28.0,0.6875,0.0,0.0,0.6875,0.0,0.0,0.1375
3816,2199032870647,2199028389442,轨道交通5号线,凌大塘,2199032870839,2199026966594,117.27555,31.814265,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,13,33,1.0,轨道交通5号线,1,29.0,0.75,0.0,0.0,0.75,0.0,0.0,0.15000000000000002
3817,2199028389516,2199028389442,轨道交通5号线,望湖城西,2199028360391,2199028548691,117.289023,31.808711,2,0,#B5E61D,340100,340100,340100,1:1,,1,1,,,0,14,33,1.0,轨道交通5号线,1,30.0,0.8125,0.0,0.0,0.8125,0.0,0.0,0.1625
